,布絏,ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
783,2303,2021/12/14 00:00,104224750,6481167549,62.5,62.7,61.5,62.4,-0.4,47831
784,2303,2021/12/15 00:00,93432341,5874484487,62.5,63.4,62.5,62.7,0.3,34084
785,2303,2021/12/16 00:00,137992139,8767242391,64.2,64.6,62.9,63,0.3,47146
786,2303,2021/12/17 00:00,87887977,5482562791,62.2,62.7,62.1,62.3,-0.7,36055
787,2303,2021/12/20 00:00,64252312,3998612703,62.3,62.6,62,62.2,-0.1,26938
788,2303,2021/12/21 00:00,77194530,4858716774,62.6,63.3,62.4,62.9,0.7,28819
789,2303,2021/12/22 00:00,82805019,5272644398,63.4,63.9,63.3,63.7,0.8,32057
790,2303,2021/12/23 00:00,70807092,4541813830,64.4,64.5,63.8,63.9,0.2,26576
791,2303,2021/12/24 00:00,75488445,4867851988,64.3,64.9,64.1,64.3,0.4,28199
792,2303,2021/12/27 00:00,45906409,2956940265,64.6,64.7,64.2,64.3,0,18222
793,2303,2021/12/28 00:00,80111178,5199591684,64.9,65.2,64.7,64.7,0.4,27677
794,2303,2021/12/29 00:00,53066878,3449617994,65.1,65.2,64.7,65,0.3,23425
795,2303,2021/12/30 00:00,48163092,3131603444,65.1,65.3,64.8,65,0,17634
796,2303,2022/1/3 00:00,120579321,7703650583,65.2,65.5,63.2,63.4,-1.6,53695
797,2303,2022/1/4 00:00,113869488,7199967522,63.5,64,62.8,63,-0.4,48968
798,2303,2022/1/5 00:00,83199424,5269138715,63,64,62.7,63.1,0.1,35367
799,2303,2022/1/6 00:00,80954633,5065137992,62.5,62.9,62.4,62.7,-0.4,38516
800,2303,2022/1/7 00:00,99406218,6249676446,63.7,63.7,62.5,62.6,-0.1,40236
801,2303,2022/1/10 00:00,96153356,5967864106,62,62.5,61.8,62.1,-0.5,41817
802,2303,2022/1/11 00:00,44373034,2758117283,62.3,62.5,61.9,62.1,0,20115
803,2303,2022/1/12 00:00,74326930,4617740586,62.7,62.8,61.8,61.9,-0.2,32024
804,2303,2022/1/13 00:00,115987854,7308096525,62.1,63.6,62.1,63.3,1.4,47782
805,2303,2022/1/14 00:00,92692964,5814297368,63.5,63.5,62.2,62.7,-0.6,40502
806,2303,2022/1/17 00:00,155223136,9905586991,63.1,64.4,63,64.3,1.6,58200
807,2303,2022/1/18 00:00,97361618,6266004521,64.5,64.9,63.8,63.8,-0.5,42747
808,2303,2022/1/19 00:00,75426320,4754340700,63,63.5,62.8,62.8,-1,36420
809,2303,2022/1/20 00:00,62252029,3935702373,62.9,63.8,62.5,63.5,0.7,24116
810,2303,2022/1/21 00:00,84304314,5298432673,62.7,63.3,62.6,62.8,-0.7,36686
811,2303,2022/1/24 00:00,105175064,6530463850,62.3,62.8,61.2,62.6,-0.2,46910
812,2303,2022/1/25 00:00,128936775,7958973785,61.8,62.2,61.5,61.5,-1.1,54791
813,2303,2022/1/26 00:00,402133363,23148847286,56.4,58.5,56.1,57.3,-4.2,186194
814,2303,2022/2/7 00:00,304373205,16752435915,56.9,57,53.7,54.5,-2.8,131764
815,2303,2022/2/8 00:00,146741680,8086859522,54.6,55.9,54.6,55.4,0.9,69929
816,2303,2022/2/9 00:00,104595015,5868986383,56.3,56.8,55.7,56,0.6,45738
817,2303,2022/2/10 00:00,114341052,6383450556,57,57,55.1,55.8,-0.2,46148
818,2303,2022/2/11 00:00,84972540,4720107500,55.5,56,55,55.4,-0.4,38526
819,2303,2022/2/14 00:00,160543749,8570961013,54,54.1,53,53,-2.4,87569
820,2303,2022/2/15 00:00,100850321,5416903004,53,54.3,53,53.5,0.5,44846
821,2303,2022/2/16 00:00,90864952,4943200380,54.6,54.9,54.1,54.1,0.6,41861
822,2303,2022/2/17 00:00,68310921,3727481094,54.7,55,54.1,54.4,0.3,29160
823,2303,2022/2/18 00:00,82216592,4413618054,53.8,54,53.5,53.7,-0.7,41252
824,2303,2022/2/21 00:00,77342367,4157897262,53.3,54.4,53,53.8,0.1,34355
825,2303,2022/2/22 00:00,112741123,5962656701,53.2,53.4,52.3,52.8,-1,56585
826,2303,2022/2/23 00:00,56448462,3003144935,52.9,53.6,52.9,53.6,0.8,28554
827,2303,2022/2/24 00:00,106503907,5568641316,52.8,53.2,51.7,51.8,-1.8,57541
828,2303,2022/2/25 00:00,109311186,5735541360,53,53.3,52,52.1,0.3,48740
829,2303,2022/3/1 00:00,117494374,6321681135,53,54.5,52.5,54.1,2,45205
830,2303,2022/3/2 00:00,58016597,3102969984,53.2,53.9,53.1,53.6,-0.5,30333
831,2303,2022/3/3 00:00,51713681,2800451635,54.2,54.5,53.8,54.2,0.6,24275
832,2303,2022/3/4 00:00,45582895,2436581284,53.3,53.8,53.2,53.4,-0.8,28947
833,2303,2022/3/7 00:00,107606101,5571210359,52.8,52.8,51.3,51.6,-1.8,61258
834,2303,2022/3/8 00:00,180287297,9041335610,50.6,51.2,49.5,49.7,-1.9,97960
835,2303,2022/3/9 00:00,98203213,5054495564,50.8,52.2,50.5,51.8,2.1,51585
836,2303,2022/3/10 00:00,98569832,5240112949,53.5,53.8,52.6,52.8,1,47354
837,2303,2022/3/11 00:00,47021432,2471114716,52.7,53,52.3,52.5,-0.3,29315
838,2303,2022/3/14 00:00,59759854,3128307592,52.7,53.1,51.8,52.5,0,25064
839,2303,2022/3/15 00:00,118324946,6003320460,51.4,51.6,50.2,50.4,-2.1,68484
840,2303,2022/3/16 00:00,82588688,4175217464,51.2,51.3,50.1,50.8,0.4,38029
841,2303,2022/3/17 00:00,106648904,5597421561,52.4,52.8,52.2,52.6,1.8,37310
842,2303,2022/3/18 00:00,66366735,3498785389,52.7,53,52.5,52.8,0.2,22183
843,2303,2022/3/21 00:00,51116003,2729774792,53.5,53.7,53.1,53.5,0.7,22473
844,2303,2022/3/22 00:00,47847440,2549312902,53.5,53.5,52.9,53.5,0,19119
845,2303,2022/3/23 00:00,63589704,3423382206,53.8,54.2,53.6,53.8,0.3,27399
846,2303,2022/3/24 00:00,51198782,2717245605,53,53.4,52.9,53.2,-0.6,25468
847,2303,2022/3/25 00:00,42288486,2256948605,53.5,53.6,53,53.3,0.1,20724
848,2303,2022/3/28 00:00,40471428,2155186429,53.2,53.8,52.8,53.6,0.3,16868
849,2303,2022/3/29 00:00,39644134,2128234516,53.9,54,53.3,53.7,0.1,19350
850,2303,2022/3/30 00:00,72860449,3944736027,54.1,54.5,54,54.5,0.8,31002
851,2303,2022/3/31 00:00,48478339,2615987922,54.1,54.2,53.8,54,-0.5,21667
852,2303,2022/4/1 00:00,84161916,4440132288,53.1,53.1,52.5,52.9,-1.1,38776
853,2303,2022/4/6 00:00,145865641,7464044574,51.6,51.7,50.8,51.1,-1.8,69413
854,2303,2022/4/7 00:00,114103048,5728994346,50.1,50.6,50,50,-1.1,63724
855,2303,2022/4/8 00:00,92177478,4615636293,50.1,50.4,50,50,0,49672
856,2303,2022/4/11 00:00,174438622,8497773501,50,50,48.05,48.2,-1.8,104543
857,2303,2022/4/12 00:00,154848941,7346520132,47.3,48.15,47,47.3,-0.9,73986
858,2303,2022/4/13 00:00,91923630,4434624724,47.85,48.75,47.75,48.5,1.2,52468
859,2303,2022/4/14 00:00,63831087,3095821731,49,49.05,48.2,48.25,-0.25,30919
860,2303,2022/4/15 00:00,89412104,4215147172,47.4,47.45,47,47.05,-1.2,51220
861,2303,2022/4/18 00:00,71337667,3309830610,46.6,46.85,46.2,46.2,-0.85,38241
862,2303,2022/4/19 00:00,70240272,3290481600,46.75,47.15,46.6,46.65,0.45,30299
863,2303,2022/4/20 00:00,63807807,3023146346,47.45,47.65,47.1,47.65,1,26208
864,2303,2022/4/21 00:00,58300497,2799739670,47.9,48.4,47.65,48.05,0.4,26330
865,2303,2022/4/22 00:00,44827546,2125631017,47.5,47.65,47.2,47.65,-0.4,21169
866,2303,2022/4/25 00:00,110188630,5036528634,46.5,46.5,45.3,45.5,-2.15,61812
867,2303,2022/4/26 00:00,51833901,2370052289,46,46.1,45.25,45.75,0.25,22583
868,2303,2022/4/27 00:00,105139888,4616947246,44,44.4,43.55,44.4,-1.35,48972
869,2303,2022/4/28 00:00,236257390,11252094425,46.3,48.8,45.85,48.5,4.1,95392
870,2303,2022/4/29 00:00,187887783,9163118917,49.6,49.9,47.7,47.8,-0.7,94683
871,2303,2022/5/3 00:00,84742931,4035817555,47.7,48.5,47.1,47.25,-0.55,37907
872,2303,2022/5/4 00:00,63296856,3022859966,47.35,48.3,47.35,48.3,1.05,21677
873,2303,2022/5/5 00:00,104304351,5138004812,49.7,49.85,48.85,49.1,0.8,43955
874,2303,2022/5/6 00:00,83033697,3993665453,47.45,48.55,47.4,48.55,-0.55,32219
875,2303,2022/5/9 00:00,64054228,3100336530,48.5,49,47.9,47.9,-0.65,36564
876,2303,2022/5/10 00:00,85245939,4089413936,47,48.9,46.85,48.9,1,32825
877,2303,2022/5/11 00:00,98646989,4802393261,48.6,49.2,48.25,48.65,-0.25,36954
878,2303,2022/5/12 00:00,70505371,3392971013,48.15,48.6,47.7,47.8,-0.85,38332
879,2303,2022/5/13 00:00,74032345,3611868305,48.5,49.1,48.3,48.85,1.05,26906
880,2303,2022/5/16 00:00,113273822,5638327400,49.75,50.3,49.3,49.45,0.6,42855
881,2303,2022/5/17 00:00,90046056,4513745974,50,50.4,49.7,50.1,0.65,36807
882,2303,2022/5/18 00:00,96004232,4897397320,51,51.3,50.7,50.9,0.8,41810
883,2303,2022/5/19 00:00,87198490,4356514782,49.3,50.8,49.3,50.8,-0.1,36602
884,2303,2022/5/20 00:00,55034004,2796583496,51.1,51.2,50.5,50.7,-0.1,20272
885,2303,2022/5/23 00:00,51326592,2598202133,51.2,51.4,50.1,50.3,-0.4,22417
886,2303,2022/5/24 00:00,70934684,3515909297,50.4,50.5,49,49,-1.3,40948
887,2303,2022/5/25 00:00,55559490,2727938391,49.05,49.45,48.65,49.35,0.35,24096
888,2303,2022/5/26 00:00,38858741,1930484854,49.9,50.2,49.3,49.4,0.05,16988
889,2303,2022/5/27 00:00,44363749,2221349400,50,50.2,49.9,50.2,0.8,19256
890,2303,2022/5/30 00:00,56562951,2876763377,51,51.4,50.5,51,0.8,21393
891,2303,2022/5/31 00:00,91174553,4670197090,50.9,51.5,50.7,51.4,0.4,26053
892,2303,2022/6/1 00:00,53404047,2740788934,51.1,51.6,51,51.2,-0.2,20020
893,2303,2022/6/2 00:00,49329799,2506238468,50.9,51,50.6,50.7,-0.5,16267
894,2303,2022/6/6 00:00,90457699,4658855522,51.2,52,50.7,52,1.3,28451
895,2303,2022/6/7 00:00,60715004,3133105237,51.6,51.9,51.2,51.7,-0.3,18471
896,2303,2022/6/8 00:00,71075738,3720536378,52.2,52.7,52.1,52.4,0.7,26668
897,2303,2022/6/9 00:00,39566348,2056209670,52.1,52.2,51.8,51.8,-0.6,15645
898,2303,2022/6/10 00:00,42867342,2196514297,51,51.7,50.8,51.2,-0.6,15905
899,2303,2022/6/13 00:00,81291395,4072182037,50.1,50.4,49.9,50,-1.2,34814
900,2303,2022/6/14 00:00,66413467,3276990562,49.25,49.7,49.1,49.6,-0.4,30057
901,2303,2022/6/15 00:00,59748228,2986700101,49.95,50.4,49.65,49.65,0.05,25291
902,2303,2022/6/16 00:00,65503334,3270193472,50.5,50.8,49.05,49.1,-0.55,22860
903,2303,2022/6/17 00:00,152888180,7282143224,48.05,48.2,47.2,47.65,-1.45,59132
904,2303,2022/6/20 00:00,124251050,6007782200,48.4,49,47.8,48.05,0.4,46383
905,2303,2022/6/21 00:00,132538225,6428682581,48.5,49.3,47.95,49.3,1.25,34211
906,2303,2022/6/22 00:00,201496372,9101066169,46.3,46.35,44.1,44.1,X0.00,85117
907,2303,2022/6/23 00:00,205738606,8691432201,44.05,44.15,41.05,42,-2.1,89914
908,2303,2022/6/24 00:00,98449440,4149996273,42.5,42.95,41.6,41.6,-0.4,46466
909,2303,2022/6/27 00:00,89601381,3835252928,42.6,43.3,42.4,42.9,1.3,32114
910,2303,2022/6/28 00:00,56891391,2401580010,42.95,42.95,41.85,41.85,-1.05,27741
911,2303,2022/6/29 00:00,68758865,2819932611,41.25,41.55,40.7,40.9,-0.95,33114
912,2303,2022/6/30 00:00,120114197,4751270749,40.6,40.6,39.15,39.15,-1.75,51973
913,2303,2022/7/1 00:00,136580082,5322506465,39.15,39.9,38.05,38.05,-1.1,50875
914,2303,2022/7/4 00:00,113909230,4329495107,38.05,38.5,37.5,38.15,0.1,47037
915,2303,2022/7/5 00:00,84509323,3276934418,39.4,39.55,38,38.9,0.75,34995
916,2303,2022/7/6 00:00,101957607,3862294774,38.5,38.9,37.15,37.15,-1.75,39026
917,2303,2022/7/7 00:00,170189410,6641620005,37.85,40.5,37.25,39.85,2.7,61130
918,2303,2022/7/8 00:00,115975402,4652447647,40.45,40.7,39.4,39.7,-0.15,53617
919,2303,2022/7/11 00:00,78825938,3065218076,39.85,40,38.35,38.6,-1.1,31256
920,2303,2022/7/12 00:00,122451228,4557815195,37.7,38,36.75,36.75,-1.85,49543
921,2303,2022/7/13 00:00,113324829,4335121732,38.8,39,37.85,38.05,1.3,39143
922,2303,2022/7/14 00:00,106395292,4079742362,37.9,39.2,37.4,38.8,0.75,43048
923,2303,2022/7/15 00:00,93487143,3647371166,39,39.4,38.5,38.95,0.15,38688
924,2303,2022/7/18 00:00,94815586,3781453961,39.6,40.2,39.5,40,1.05,36428
925,2303,2022/7/19 00:00,50247515,2003396498,39.65,40.15,39.55,39.9,-0.1,23457
926,2303,2022/7/20 00:00,75266858,3069591701,41,41.15,40.45,40.75,0.85,32514
927,2303,2022/7/21 00:00,137873596,5793954738,41,42.8,40.8,42.8,2.05,63065
928,2303,2022/7/22 00:00,114422479,4858121330,42.8,43.05,42.05,42.45,-0.35,55051
929,2303,2022/7/25 00:00,103298465,4199459923,41.3,41.35,40.2,40.5,-1.95,47398
930,2303,2022/7/26 00:00,162333028,6313905948,40.1,40.1,38.3,38.6,-1.9,73131
931,2303,2022/7/27 00:00,109311679,4252070707,38.35,39.5,38.2,39.45,0.85,38830
932,2303,2022/7/28 00:00,148811597,5871941584,40.45,40.5,38.7,38.8,-0.65,55261
933,2303,2022/7/29 00:00,109441619,4373054407,39.5,40.2,39.4,40.15,1.35,39585
934,2303,2022/8/1 00:00,44761025,1793123673,40.05,40.3,39.55,40.3,0.15,20965
935,2303,2022/8/2 00:00,71987582,2816887979,39.55,39.6,38.8,39.1,-1.2,36979
936,2303,2022/8/3 00:00,46591014,1823621242,39.1,39.35,38.8,39.3,0.2,17607
937,2303,2022/8/4 00:00,75435773,3008903525,39.8,40.2,39.35,40,0.7,28036
938,2303,2022/8/5 00:00,159318746,6621097176,40.95,42.35,40.6,42.15,2.15,61976
939,2303,2022/8/8 00:00,70525380,2910436636,41.4,41.65,41,41.05,-1.1,42475
940,2303,2022/8/9 00:00,57688094,2355906597,40.85,41.45,40.15,41.05,0,25038
941,2303,2022/8/10 00:00,61391310,2472403498,40.3,40.45,40.05,40.3,-0.75,24825
942,2303,2022/8/11 00:00,84715688,3529350350,41.65,41.85,41.4,41.7,1.4,28612
943,2303,2022/8/12 00:00,71449978,3020256533,41.9,42.65,41.8,42.35,0.65,28438
944,2303,2022/8/15 00:00,96761514,4178757820,42.85,43.5,42.8,43.5,1.15,36378
945,2303,2022/8/16 00:00,55441095,2388910369,43.55,43.6,42.85,43.05,-0.45,31199
946,2303,2022/8/17 00:00,48633823,2085544532,43.15,43.2,42.65,42.85,-0.2,22454
947,2303,2022/8/18 00:00,37790290,1597335335,42.1,42.5,42.05,42.5,-0.35,15244
948,2303,2022/8/19 00:00,34193642,1465855035,42.75,43.2,42.5,43,0.5,14941
949,2303,2022/8/22 00:00,56323990,2365076025,42.2,42.25,41.8,41.85,-1.15,23360
950,2303,2022/8/23 00:00,61137073,2502265518,40.95,41.25,40.8,40.8,-1.05,25856
951,2303,2022/8/24 00:00,36269688,1488827387,41.1,41.35,40.85,40.9,0.1,12979
952,2303,2022/8/25 00:00,36820074,1523982717,41.3,41.65,41.15,41.4,0.5,12568
953,2303,2022/8/26 00:00,42046948,1753104051,42,42.15,41.3,41.3,-0.1,16394
954,2303,2022/8/29 00:00,78213765,3107422913,39.65,40.05,39.3,39.95,-1.35,29865
955,2303,2022/8/30 00:00,36206080,1460396373,40.1,40.85,39.85,40.4,0.45,14932
956,2303,2022/8/31 00:00,47132681,1924043645,40.05,41.2,39.9,41.1,0.7,15530
957,2303,2022/9/1 00:00,40392085,1631408028,40.2,40.7,40,40.45,-0.65,15949
958,2303,2022/9/2 00:00,49686440,2014851493,40.6,40.85,40.3,40.5,0.05,12021
959,2303,2022/9/5 00:00,89026289,3536209510,40.3,40.5,39.25,39.8,-0.7,32040
960,2303,2022/9/6 00:00,38195535,1524714380,39.95,40.2,39.75,39.95,0.15,13000
961,2303,2022/9/7 00:00,57160464,2252635834,39.6,39.8,39.15,39.2,-0.75,24498
962,2303,2022/9/8 00:00,44927971,1768628432,39.7,39.7,39.1,39.3,0.1,17055
963,2303,2022/9/12 00:00,69020816,2792710178,40,40.95,40,40.15,0.85,24580
964,2303,2022/9/13 00:00,38547435,1567720936,40.6,40.8,40.5,40.75,0.6,15731
965,2303,2022/9/14 00:00,54335019,2171071953,39.45,40.4,39.4,40.15,-0.6,17887
966,2303,2022/9/15 00:00,45562826,1842482673,40.4,40.75,40.1,40.4,0.25,13867
967,2303,2022/9/16 00:00,58469253,2342490453,40.3,40.35,39.95,39.95,-0.45,19348
968,2303,2022/9/19 00:00,31877611,1272227717,39.95,40.1,39.7,39.95,0,12681
969,2303,2022/9/20 00:00,37859379,1519151943,40.2,40.45,39.9,40.15,0.2,11500
970,2303,2022/9/21 00:00,51769681,2049312750,39.85,39.95,39.3,39.6,-0.55,20722
971,2303,2022/9/22 00:00,55897290,2168739620,39,39.05,38.6,38.75,-0.85,23275
972,2303,2022/9/23 00:00,45973616,1766697012,38.5,38.9,38.15,38.3,-0.45,19304
973,2303,2022/9/26 00:00,68337113,2544513180,37.8,37.85,36.75,36.85,-1.45,30021
974,2303,2022/9/27 00:00,46408586,1726309333,37.3,37.5,36.85,37.3,0.45,15853
975,2303,2022/9/28 00:00,73329162,2694587620,37.5,37.95,36.15,36.2,-1.1,27851
976,2303,2022/9/29 00:00,46721349,1712729611,37.2,37.25,36.15,36.55,0.35,18642
977,2303,2022/9/30 00:00,81976722,2910893387,35.6,35.8,35.05,35.75,-0.8,25007
978,2303,2022/10/3 00:00,58000228,2054944118,35.35,35.95,35,35.35,-0.4,19173
979,2303,2022/10/4 00:00,76913355,2858246468,36.3,37.7,36.3,37.7,2.35,30613
980,2303,2022/10/5 00:00,95299435,3684774759,38.8,39,38.25,38.3,0.6,36952
981,2303,2022/10/6 00:00,57762996,2233296011,38.55,39,38.2,38.95,0.65,18974
982,2303,2022/10/7 00:00,49174036,1879112178,38.6,38.6,38,38.05,-0.9,20367
983,2303,2022/10/11 00:00,97839900,3501321810,36.3,36.4,35.3,35.4,-2.65,41843
984,2303,2022/10/12 00:00,84253260,3038869755,35.2,36.75,35.15,36.7,1.3,28910
985,2303,2022/10/13 00:00,70729586,2590957007,36.65,37.2,36.2,36.4,-0.3,26334
986,2303,2022/10/14 00:00,119588359,4590280403,38.1,38.75,37.8,38.7,2.3,40766
987,2303,2022/10/17 00:00,82083128,3083357297,37.8,38.1,37.05,37.75,-0.95,28184
988,2303,2022/10/18 00:00,63644252,2440585615,38.65,38.8,38,38.25,0.5,22286
989,2303,2022/10/19 00:00,70803827,2723117976,38.3,38.9,38,38.2,-0.05,25370
990,2303,2022/10/20 00:00,116442060,4503253725,37.7,39.5,37.55,39.5,1.3,31586
991,2303,2022/10/21 00:00,92166361,3631694345,39.5,39.95,38.9,39.05,-0.45,34704
992,2303,2022/10/24 00:00,103094876,4132280612,40.55,40.8,39.4,39.4,0.35,35709
993,2303,2022/10/25 00:00,91737110,3645614957,39.85,40.1,39.35,39.45,0.05,30583
994,2303,2022/10/26 00:00,103670352,4007012332,39.6,39.6,38,38.1,-1.35,42285
995,2303,2022/10/27 00:00,90730891,3520446729,37.95,39.4,37.9,39.25,1.15,28821
996,2303,2022/10/28 00:00,53747429,2067699765,38.7,38.8,38.2,38.3,-0.95,19638
997,2303,2022/10/31 00:00,51338460,2007306235,39,39.3,38.8,39.1,0.8,16827
998,2303,2022/11/1 00:00,35354188,1381681270,38.85,39.3,38.75,39.05,-0.05,13774
999,2303,2022/11/2 00:00,40000843,1572371992,39.25,39.6,39,39.35,0.3,13919
1000,2303,2022/11/3 00:00,36229365,1411207862,38.85,39.15,38.6,39,-0.35,12466
1001,2303,2022/11/4 00:00,30457765,1181800905,38.7,39.1,38.6,38.9,-0.1,12292
1002,2303,2022/11/7 00:00,75978674,3036311410,39.5,40.2,39.5,40.05,1.15,27274
1003,2303,2022/11/8 00:00,63757797,2564996989,40.3,40.6,39.8,40.15,0.1,23843
1004,2303,2022/11/9 00:00,100896976,4149033380,40.8,41.45,40.75,41.45,1.3,37720
1005,2303,2022/11/10 00:00,65260302,2695940009,41.1,41.65,40.9,41.65,0.2,22610
1006,2303,2022/11/11 00:00,193007972,8568628210,45.2,45.5,43.9,44,2.35,69660
1007,2303,2022/11/14 00:00,127055282,5679045806,44.8,45,44.3,44.9,0.9,39536
1008,2303,2022/11/15 00:00,195205437,9027316022,45,47.1,44.8,46.6,1.7,77799
1009,2303,2022/11/16 00:00,130615406,5959515102,46.9,46.9,45.05,45.25,-1.35,63438
1010,2303,2022/11/17 00:00,94694792,4258315474,44.8,45.7,44.25,45.6,0.35,37304
1011,2303,2022/11/18 00:00,74795570,3440734632,46.2,46.6,45.4,45.6,0,32564
1012,2303,2022/11/21 00:00,41344063,1889835216,45.85,46,45.45,45.65,0.05,14877
1013,2303,2022/11/22 00:00,65582394,3011560332,45.55,46.15,45.25,46.1,0.45,22696
1014,2303,2022/11/23 00:00,46029768,2131300231,46.35,46.5,46.1,46.1,0,22473
1015,2303,2022/11/24 00:00,39028196,1795960027,46.4,46.5,45.6,46.2,0.1,17422
1016,2303,2022/11/25 00:00,33919263,1555022015,46.05,46.15,45.7,45.8,-0.4,13923
1017,2303,2022/11/28 00:00,78573435,3498853241,44.6,44.95,44.2,44.4,-1.4,29100
1018,2303,2022/11/29 00:00,58196968,2578586257,44.05,44.75,43.65,44.65,0.25,22993
1019,2303,2022/11/30 00:00,61840469,2792259953,44.35,45.8,44.15,45.8,1.15,17452
1020,2303,2022/12/1 00:00,73991578,3408681596,46.5,46.65,45.6,45.6,-0.2,32319
1021,2303,2022/12/2 00:00,54243640,2453006741,44.8,45.65,44.8,45.5,-0.1,17732
1022,2303,2022/12/5 00:00,37514008,1713329516,45.65,45.9,45.4,45.4,-0.1,15262
1023,2303,2022/12/6 00:00,40607350,1823940539,45.2,45.4,44.5,44.5,-0.9,16462
1024,2303,2022/12/7 00:00,75156560,3307018246,44,44.75,43.65,43.65,-0.85,28282
1025,2303,2022/12/8 00:00,76939113,3291819548,43.65,43.7,42.5,42.5,-1.15,34293
1026,2303,2022/12/9 00:00,55504878,2412969179,43.4,43.95,43.05,43.5,1,21702
1027,2303,2022/12/12 00:00,25807210,1118703984,43.35,43.65,43,43.5,0,12616
1028,2303,2022/12/13 00:00,54847262,2408822677,44,44.2,43.6,43.8,0.3,18647
1029,2303,2022/12/14 00:00,49233691,2177856534,44.3,44.5,43.95,44.45,0.65,16681
1030,2303,2022/12/15 00:00,38519033,1699063479,44,44.45,43.85,44.25,-0.2,17170
1031,2303,2022/12/16 00:00,95330771,4167914409,43.15,44.3,42.95,44.3,0.05,29062
1032,2303,2022/12/19 00:00,83550841,3602209978,43.25,43.5,42.85,42.95,-1.35,29809
1033,2303,2022/12/20 00:00,80717740,3408885926,42.5,42.85,41.85,41.85,-1.1,27734
1034,2303,2022/12/21 00:00,56915825,2394405000,41.95,42.45,41.75,42,0.15,19912
1035,2303,2022/12/22 00:00,52268222,2239549660,42.65,43.1,42.5,42.85,0.85,15868
1036,2303,2022/12/23 00:00,34060157,1427254266,41.95,42.15,41.7,41.95,-0.9,15507
1037,2303,2022/12/26 00:00,23207953,970826225,42,42,41.6,41.9,-0.05,8446
1038,2303,2022/12/27 00:00,23436345,987992103,42.05,42.5,41.85,41.85,-0.05,8633
1039,2303,2022/12/28 00:00,52072157,2133890657,41.5,41.5,40.65,40.8,-1.05,23554
1040,2303,2022/12/29 00:00,33389363,1357271992,40.25,41.05,40.2,40.75,-0.05,12728
1041,2303,2022/12/30 00:00,31821012,1304706366,41.3,41.45,40.7,40.7,-0.05,11431
1042,2303,2023/1/3 00:00,34837924,1429088126,40.45,41.5,40.25,41.4,0.7,11807
1043,2303,2023/1/4 00:00,23638607,976626584,41.25,41.6,41.05,41.05,-0.35,8701
1044,2303,2023/1/5 00:00,29377553,1217437235,41.8,41.8,41.1,41.25,0.2,10338
1045,2303,2023/1/6 00:00,55006322,2307218799,41.3,42.4,41.25,42.4,1.15,20354
1046,2303,2023/1/9 00:00,119712112,5264075078,43.6,44.5,43.35,44.5,2.1,54576
1047,2303,2023/1/10 00:00,91859993,4113559587,44.5,45,44.2,45,0.5,35023
1048,2303,2023/1/11 00:00,68129447,3080219891,45.3,45.5,44.85,45.15,0.15,24174
1049,2303,2023/1/12 00:00,58223810,2627002757,45.35,45.5,44.7,45.15,0,21050
1050,2303,2023/1/13 00:00,69030914,3135964011,45.7,45.9,45.15,45.4,0.25,26615
1051,2303,2023/1/16 00:00,68041885,3061599314,45.25,45.55,44.6,44.9,-0.5,25705
1052,2303,2023/1/17 00:00,124003475,5661857963,44.95,46,44.85,45.95,1.05,45790
1053,2303,2023/1/30 00:00,264740891,12748197712,47.95,48.8,47.5,48.8,2.85,96637
1054,2303,2023/1/31 00:00,138536178,6748580860,48.3,49.1,47.9,48.8,0,47072
1055,2303,2023/2/1 00:00,115133990,5676797136,49.5,49.5,48.95,49.25,0.45,45846
1056,2303,2023/2/2 00:00,114098694,5730356073,50,50.5,50,50.4,1.15,44107
1057,2303,2023/2/3 00:00,63139735,3163235859,50.2,50.4,50,50.1,-0.3,21605
1058,2303,2023/2/6 00:00,64022562,3163818104,49.7,49.8,49.05,49.05,-1.05,28093
1059,2303,2023/2/7 00:00,55344450,2709590667,48.55,49.45,48.35,49.15,0.1,20640
1060,2303,2023/2/8 00:00,92301107,4647328373,49.8,50.7,49.75,50.5,1.35,36033
1061,2303,2023/2/9 00:00,55013417,2778495665,49.85,50.9,49.8,50.5,0,21136
1062,2303,2023/2/10 00:00,62497880,3169633970,50.5,51.2,50.2,50.8,0.3,21222
1063,2303,2023/2/13 00:00,58753295,2920820798,50.2,50.2,49.15,49.75,-1.05,26853
1064,2303,2023/2/14 00:00,38211905,1924064878,50.2,50.7,50,50.4,0.65,17265
1065,2303,2023/2/15 00:00,54208787,2714131760,49.9,50.6,49.75,49.9,-0.5,22480
1066,2303,2023/2/16 00:00,56382709,2830062444,50.4,50.5,49.7,50.1,0.2,18795
1067,2303,2023/2/17 00:00,37823237,1885469130,49.65,50.2,49.35,50,-0.1,16629
1068,2303,2023/2/20 00:00,47031722,2373924328,50,50.8,49.8,50.5,0.5,19531
1069,2303,2023/2/21 00:00,28867482,1458242210,50.4,50.7,50.2,50.6,0.1,9403
1070,2303,2023/2/22 00:00,56737182,2812290278,49.5,49.8,49.4,49.55,-1.05,20144
1071,2303,2023/2/23 00:00,69948050,3513685626,49.9,50.5,49.75,50.2,0.65,28773
1072,2303,2023/2/24 00:00,63974513,3217880652,50.7,50.8,49.95,49.95,-0.25,21706
1073,2303,2023/3/1 00:00,93839862,4759022249,49,51.7,48.95,51.3,1.35,32325
