,布絏,ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
0,2303,2018/10/1 00:00,12175097,193999689,16,16,15.85,15.9,-0.25,3456
1,2303,2018/10/2 00:00,15619834,244671183,15.85,15.95,15.6,15.6,-0.3,4554
2,2303,2018/10/3 00:00,17982464,279911223,15.6,15.7,15.45,15.5,-0.1,3458
3,2303,2018/10/4 00:00,48764973,738879008,15.4,15.45,15.05,15.1,-0.4,9745
4,2303,2018/10/5 00:00,57497812,852831993,15,15.1,14.6,14.7,-0.4,7641
5,2303,2018/10/8 00:00,21627076,319786337,14.65,14.85,14.65,14.8,0.1,6127
6,2303,2018/10/9 00:00,48875474,713342774,14.8,14.85,14.3,14.8,0,8509
7,2303,2018/10/11 00:00,121302857,1688203925,14,14.25,13.65,13.75,-1.05,16685
8,2303,2018/10/12 00:00,101810423,1405061405,13.65,14.05,13.65,13.65,-0.1,11686
9,2303,2018/10/15 00:00,66024262,889714224,13.55,13.65,13.35,13.35,-0.3,8212
10,2303,2018/10/16 00:00,66044473,874687813,13.35,13.5,13.1,13.2,-0.15,9392
11,2303,2018/10/17 00:00,50915558,686573470,13.45,13.6,13.35,13.6,0.4,9006
12,2303,2018/10/18 00:00,48154621,645257997,13.6,13.65,13.2,13.25,-0.35,8836
13,2303,2018/10/19 00:00,94342012,1247493741,13.1,13.45,13,13.3,0.05,9937
14,2303,2018/10/22 00:00,55534145,727213172,13.2,13.2,13,13.1,-0.2,8509
15,2303,2018/10/23 00:00,47902377,614818394,13.05,13.05,12.7,12.75,-0.35,9560
16,2303,2018/10/24 00:00,63429485,808177601,12.75,13,12.5,12.65,-0.1,11200
17,2303,2018/10/25 00:00,75059655,906667257,11.9,12.4,11.85,12.3,-0.35,10180
18,2303,2018/10/26 00:00,135893463,1602308416,12,12.05,11.6,11.7,-0.6,21177
19,2303,2018/10/29 00:00,60307053,702358341,11.5,11.8,11.5,11.6,-0.1,7390
20,2303,2018/10/30 00:00,81090087,946511891,11.6,11.95,11.45,11.7,0.1,8368
21,2303,2018/10/31 00:00,89427728,1053046878,11.85,11.85,11.65,11.8,0.1,9098
22,2303,2018/11/1 00:00,71162864,847650518,11.7,12.05,11.65,11.95,0.15,8617
23,2303,2018/11/2 00:00,71540356,842854543,11.8,11.9,11.6,11.9,-0.05,9752
24,2303,2018/11/5 00:00,236453269,2577879611,10.75,11.2,10.75,10.75,-1.15,27947
25,2303,2018/11/6 00:00,211878828,2323052883,11.05,11.2,10.75,10.9,0.15,21705
26,2303,2018/11/7 00:00,108859652,1191349143,11,11.1,10.8,10.95,0.05,11305
27,2303,2018/11/8 00:00,154165512,1670155772,11,11,10.65,10.85,-0.1,17010
28,2303,2018/11/9 00:00,118601055,1257888917,10.8,10.85,10.5,10.6,-0.25,13071
29,2303,2018/11/12 00:00,93985885,995718526,10.55,10.7,10.45,10.7,0.1,10299
30,2303,2018/11/13 00:00,118463337,1243693834,10.5,10.6,10.4,10.45,-0.25,12585
31,2303,2018/11/14 00:00,78000233,833959210,10.5,10.85,10.45,10.8,0.35,12442
32,2303,2018/11/15 00:00,88478611,976626908,10.9,11.25,10.85,11.2,0.4,14102
33,2303,2018/11/16 00:00,88373588,977064818,11.3,11.3,10.9,11,-0.2,12994
34,2303,2018/11/19 00:00,51529509,567253295,10.95,11.1,10.85,11.1,0.1,7011
35,2303,2018/11/20 00:00,35297856,388682966,11,11.1,10.9,11,-0.1,5357
36,2303,2018/11/21 00:00,30692619,338782409,10.95,11.15,10.9,11,0,6031
37,2303,2018/11/22 00:00,39139506,436228590,11.05,11.2,11,11.2,0.2,5367
38,2303,2018/11/23 00:00,29624385,330855795,11.2,11.25,11.05,11.15,-0.05,4696
39,2303,2018/11/26 00:00,42897802,491253112,11.2,11.55,11.2,11.5,0.35,7112
40,2303,2018/11/27 00:00,49199712,571059537,11.55,11.8,11.4,11.75,0.25,7855
41,2303,2018/11/28 00:00,54350180,637612329,11.75,11.85,11.6,11.75,0,9102
42,2303,2018/11/29 00:00,51312633,600826442,11.85,11.85,11.5,11.5,-0.25,6969
43,2303,2018/11/30 00:00,122685538,1418019614,11.55,11.7,11.4,11.55,0.05,7084
44,2303,2018/12/3 00:00,69986070,824034669,11.7,11.85,11.7,11.7,0.15,7436
45,2303,2018/12/4 00:00,57135658,675530735,11.75,11.9,11.7,11.8,0.1,6007
46,2303,2018/12/5 00:00,37958349,441717053,11.65,11.7,11.5,11.55,-0.25,5641
47,2303,2018/12/6 00:00,53465490,605960401,11.55,11.55,11.2,11.3,-0.25,12222
48,2303,2018/12/7 00:00,41314094,463444675,11.3,11.35,11.1,11.2,-0.1,7583
49,2303,2018/12/10 00:00,29147847,323977428,11.1,11.2,11.05,11.1,-0.1,4648
50,2303,2018/12/11 00:00,43093155,474654555,11,11.1,10.9,11,-0.1,6014
51,2303,2018/12/12 00:00,41642151,467632645,11.1,11.4,11,11.3,0.3,6876
52,2303,2018/12/13 00:00,60680361,696251855,11.35,11.55,11.35,11.5,0.2,6458
53,2303,2018/12/14 00:00,43980055,499532299,11.4,11.5,11.25,11.35,-0.15,4942
54,2303,2018/12/17 00:00,47487219,543439856,11.4,11.55,11.35,11.4,0.05,5042
55,2303,2018/12/18 00:00,44070825,496266621,11.3,11.35,11.2,11.2,-0.2,4439
56,2303,2018/12/19 00:00,59388708,672387283,11.25,11.45,11.2,11.3,0.1,6951
57,2303,2018/12/20 00:00,41050768,466684017,11.25,11.45,11.2,11.3,0,5902
58,2303,2018/12/21 00:00,63593203,723813575,11.3,11.45,11.25,11.4,0.1,5335
59,2303,2018/12/22 00:00,14652449,165468829,11.35,11.4,11.2,11.25,-0.15,2888
60,2303,2018/12/24 00:00,25863419,291347364,11.3,11.35,11.15,11.2,-0.05,3829
61,2303,2018/12/25 00:00,11846569,131923518,11.1,11.2,11.05,11.15,-0.05,3109
62,2303,2018/12/26 00:00,12700965,142239327,11.2,11.25,11.15,11.2,0.05,3078
63,2303,2018/12/27 00:00,20757329,233929452,11.35,11.4,11.2,11.25,0.05,4446
64,2303,2018/12/28 00:00,17480997,196782538,11.25,11.3,11.2,11.25,0,1958
65,2303,2019/1/2 00:00,18798696,210286552,11.3,11.35,11.1,11.1,-0.15,3496
66,2303,2019/1/3 00:00,49252981,535016316,11.1,11.1,10.75,10.9,-0.2,7582
67,2303,2019/1/4 00:00,43041214,459379450,10.7,10.75,10.55,10.7,-0.2,7223
68,2303,2019/1/7 00:00,32910190,360425491,10.9,11.05,10.8,11,0.3,5249
69,2303,2019/1/8 00:00,29489466,324355757,11.1,11.1,10.9,10.95,-0.05,3114
70,2303,2019/1/9 00:00,38339175,425537702,11.1,11.15,11.05,11.1,0.15,8103
71,2303,2019/1/10 00:00,35341057,392482107,11.15,11.15,11.05,11.15,0.05,3368
72,2303,2019/1/11 00:00,23328976,260393153,11.15,11.2,11.1,11.2,0.05,3488
73,2303,2019/1/14 00:00,25189695,280859004,11.2,11.25,11.05,11.1,-0.1,3397
74,2303,2019/1/15 00:00,34809977,390382361,11.2,11.3,11.1,11.25,0.15,3347
75,2303,2019/1/16 00:00,30906563,347881201,11.25,11.35,11.15,11.3,0.05,4638
76,2303,2019/1/17 00:00,45217607,509298300,11.35,11.4,11.2,11.25,-0.05,4002
77,2303,2019/1/18 00:00,30066230,341349429,11.35,11.4,11.25,11.4,0.15,4295
78,2303,2019/1/21 00:00,60585046,706037267,11.5,11.75,11.45,11.7,0.3,7203
79,2303,2019/1/22 00:00,19850996,232134545,11.7,11.75,11.65,11.7,0,3227
80,2303,2019/1/23 00:00,9871702,114245346,11.65,11.65,11.55,11.55,-0.15,2195
81,2303,2019/1/24 00:00,13008945,151720509,11.6,11.7,11.6,11.7,0.15,3217
82,2303,2019/1/25 00:00,43907148,520457627,11.8,11.95,11.75,11.95,0.25,6406
83,2303,2019/1/28 00:00,34489190,408040426,11.95,11.95,11.75,11.85,-0.1,6934
84,2303,2019/1/29 00:00,37926129,451384558,11.8,12,11.7,12,0.15,5329
85,2303,2019/1/30 00:00,95570714,1085251352,11.4,11.5,11.25,11.35,-0.65,12990
86,2303,2019/2/11 00:00,82010464,898957189,11.4,11.4,10.8,10.85,-0.5,16315
87,2303,2019/2/12 00:00,70690509,773582481,10.85,11.15,10.8,11.1,0.25,8990
88,2303,2019/2/13 00:00,70000805,775463434,11.2,11.2,11,11.1,0,8251
89,2303,2019/2/14 00:00,26940217,303091944,11.15,11.3,11.1,11.3,0.2,6507
90,2303,2019/2/15 00:00,33217732,377304779,11.25,11.4,11.2,11.4,0.1,7176
91,2303,2019/2/18 00:00,23733780,272701214,11.5,11.55,11.45,11.45,0.05,5872
92,2303,2019/2/19 00:00,20956991,239831481,11.45,11.5,11.4,11.45,0,4191
93,2303,2019/2/20 00:00,23211874,264719795,11.45,11.45,11.35,11.4,-0.05,4582
94,2303,2019/2/21 00:00,33906945,388107905,11.45,11.5,11.35,11.45,0.05,4032
95,2303,2019/2/22 00:00,39409802,450199426,11.45,11.5,11.3,11.5,0.05,4055
96,2303,2019/2/25 00:00,58222707,676982499,11.55,11.7,11.5,11.65,0.15,7103
97,2303,2019/2/26 00:00,31765810,370786256,11.65,11.75,11.6,11.65,0,6070
98,2303,2019/2/27 00:00,65102102,745953699,11.65,11.65,11.35,11.45,-0.2,6713
99,2303,2019/3/4 00:00,27904777,318872078,11.35,11.6,11.3,11.45,0,5426
100,2303,2019/3/5 00:00,22504875,259679443,11.4,11.6,11.4,11.6,0.15,5126
101,2303,2019/3/6 00:00,20169922,235706314,11.55,11.75,11.55,11.7,0.1,5249
102,2303,2019/3/7 00:00,58798424,698788940,11.75,12,11.75,11.85,0.15,8703
103,2303,2019/3/8 00:00,26782759,312377109,11.85,11.85,11.6,11.6,-0.25,4846
104,2303,2019/3/11 00:00,40281218,462464481,11.55,11.6,11.4,11.45,-0.15,5794
105,2303,2019/3/12 00:00,15935867,185095833,11.55,11.65,11.55,11.65,0.2,3470
106,2303,2019/3/13 00:00,14050087,162211840,11.65,11.65,11.5,11.55,-0.1,3379
107,2303,2019/3/14 00:00,17760239,204015871,11.55,11.6,11.45,11.45,-0.1,3712
108,2303,2019/3/15 00:00,28892091,335307721,11.45,11.65,11.45,11.65,0.2,3221
109,2303,2019/3/18 00:00,23859888,277645999,11.55,11.7,11.55,11.7,0.05,4625
110,2303,2019/3/19 00:00,33532816,392324055,11.7,11.75,11.65,11.7,0,3782
111,2303,2019/3/20 00:00,19746543,229154777,11.65,11.7,11.55,11.55,-0.15,3755
112,2303,2019/3/21 00:00,27175505,315689019,11.6,11.7,11.55,11.6,0.05,5885
113,2303,2019/3/22 00:00,32719568,382995551,11.65,11.8,11.65,11.8,0.2,4660
114,2303,2019/3/25 00:00,41937288,490615447,11.65,11.8,11.6,11.65,-0.15,6445
115,2303,2019/3/26 00:00,13701719,160155115,11.65,11.75,11.65,11.65,0,2973
116,2303,2019/3/27 00:00,14664465,171017294,11.65,11.7,11.6,11.65,0,2991
117,2303,2019/3/28 00:00,28280846,329307278,11.65,11.7,11.6,11.65,0,4022
118,2303,2019/3/29 00:00,31034106,361469645,11.65,11.7,11.6,11.65,0,3260
119,2303,2019/4/1 00:00,22798711,265345955,11.7,11.75,11.55,11.55,-0.1,4956
120,2303,2019/4/2 00:00,23155479,269054648,11.65,11.7,11.55,11.6,0.05,4970
121,2303,2019/4/3 00:00,21951315,254348844,11.6,11.65,11.55,11.55,-0.05,4427
122,2303,2019/4/8 00:00,105510930,1255732839,11.6,12.15,11.6,11.9,0.35,13284
123,2303,2019/4/9 00:00,86939518,1057589370,12,12.3,11.95,12.3,0.4,15105
124,2303,2019/4/10 00:00,48397306,591630854,12.3,12.35,12.1,12.25,-0.05,10933
125,2303,2019/4/11 00:00,89309795,1098308100,12.35,12.45,12.1,12.1,-0.15,15083
126,2303,2019/4/12 00:00,17252844,209882850,12.25,12.25,12.1,12.2,0.1,4203
127,2303,2019/4/15 00:00,34868344,421774481,12.25,12.3,12.05,12.05,-0.15,4420
128,2303,2019/4/16 00:00,35946007,434911590,12.1,12.25,12,12.1,0.05,4894
129,2303,2019/4/17 00:00,60477263,739110482,12.15,12.4,12.1,12.2,0.1,8595
130,2303,2019/4/18 00:00,48686881,586580393,12.25,12.3,11.9,12,-0.2,7577
131,2303,2019/4/19 00:00,24015462,289118358,12.05,12.1,12,12.1,0.1,4054
132,2303,2019/4/22 00:00,28202641,338234859,12.15,12.15,11.9,11.9,-0.2,7040
133,2303,2019/4/23 00:00,27169104,324369990,11.9,12,11.9,11.95,0.05,5836
134,2303,2019/4/24 00:00,39688992,474918703,12.05,12.1,11.85,11.95,0,7097
135,2303,2019/4/25 00:00,185934503,2406707761,12.6,13.1,12.6,13.1,1.15,20956
136,2303,2019/4/26 00:00,225982817,2990156968,13.1,13.45,12.95,13.45,0.35,30963
137,2303,2019/4/29 00:00,71900498,958997010,13.45,13.5,13.25,13.35,-0.1,10781
138,2303,2019/4/30 00:00,63857184,856685681,13.35,13.5,13.3,13.45,0.1,8483
139,2303,2019/5/2 00:00,37508456,505781464,13.35,13.6,13.35,13.55,0.1,6574
140,2303,2019/5/3 00:00,87607849,1206484737,13.55,13.9,13.55,13.85,0.3,9930
141,2303,2019/5/6 00:00,94350184,1262239900,13.5,13.7,13.15,13.2,-0.65,14520
142,2303,2019/5/7 00:00,53939136,728668127,13.35,13.65,13.25,13.6,0.4,8323
143,2303,2019/5/8 00:00,53979097,723968755,13.35,13.55,13.3,13.45,-0.15,9154
144,2303,2019/5/9 00:00,61722274,814775211,13.4,13.45,13,13.15,-0.3,9243
145,2303,2019/5/10 00:00,34772896,459972550,13.3,13.4,13.05,13.2,0.05,8481
146,2303,2019/5/13 00:00,34652746,451343549,13.1,13.2,12.95,12.95,-0.25,8185
147,2303,2019/5/14 00:00,68436279,881531327,12.8,13.1,12.6,13,0.05,12817
148,2303,2019/5/15 00:00,54345421,707375859,12.95,13.15,12.9,12.9,-0.1,9320
149,2303,2019/5/16 00:00,32193147,416306876,12.9,13,12.8,12.95,0.05,8430
150,2303,2019/5/17 00:00,52327936,683870930,13.1,13.25,12.95,13,0.05,11131
151,2303,2019/5/20 00:00,36419272,468417888,13.05,13.1,12.75,12.75,-0.25,8666
152,2303,2019/5/21 00:00,39455900,509552507,12.7,13.05,12.65,12.95,0.2,7665
153,2303,2019/5/22 00:00,25560881,331251553,12.95,13.05,12.85,13,0.05,6002
154,2303,2019/5/23 00:00,47580279,612301932,12.85,13,12.75,12.85,-0.15,8324
155,2303,2019/5/24 00:00,27753770,360807119,12.95,13.1,12.9,12.95,0.1,6123
156,2303,2019/5/27 00:00,25262205,325339789,13,13.05,12.8,12.8,-0.15,4736
157,2303,2019/5/28 00:00,86813566,1084248912,12.8,12.8,12.4,12.45,-0.35,9487
158,2303,2019/5/29 00:00,32266476,399794888,12.3,12.6,12.15,12.6,0.15,6547
159,2303,2019/5/30 00:00,43693334,555134171,12.7,12.8,12.55,12.75,0.15,7849
160,2303,2019/5/31 00:00,31740913,408651351,12.65,12.95,12.65,12.9,0.15,5641
161,2303,2019/6/3 00:00,41302659,541192217,12.8,13.25,12.7,13.2,0.3,6911
162,2303,2019/6/4 00:00,41757982,547304774,13.15,13.3,12.9,13,-0.2,8563
163,2303,2019/6/5 00:00,27276407,355122110,13.15,13.2,12.9,12.9,-0.1,4473
164,2303,2019/6/6 00:00,32018239,416978609,12.9,13.1,12.85,13.05,0.15,5756
165,2303,2019/6/10 00:00,28170170,372734948,13.2,13.3,13.05,13.3,0.25,4557
166,2303,2019/6/11 00:00,32581260,436354435,13.35,13.45,13.25,13.4,0.1,5838
167,2303,2019/6/12 00:00,30229283,407344230,13.45,13.55,13.35,13.55,0.15,5747
168,2303,2019/6/13 00:00,70097271,961593543,13.5,13.95,13.4,13.75,0.2,9493
169,2303,2019/6/14 00:00,28211150,385520782,13.7,13.75,13.6,13.7,-0.05,5094
170,2303,2019/6/17 00:00,30522774,419026733,13.7,13.85,13.6,13.65,-0.05,3813
171,2303,2019/6/18 00:00,41290425,552115934,13.65,13.65,13.25,13.25,-0.4,5492
172,2303,2019/6/19 00:00,48300373,655544620,13.45,13.65,13.35,13.65,0.4,8471
173,2303,2019/6/20 00:00,38934573,526279439,13.7,13.75,13.35,13.4,-0.25,7144
174,2303,2019/6/21 00:00,48460614,661152944,13.55,13.7,13.45,13.7,0.3,7861
175,2303,2019/6/24 00:00,25972285,355494632,13.55,13.8,13.5,13.75,0.05,4301
176,2303,2019/6/25 00:00,26154417,359484425,13.75,13.85,13.65,13.7,-0.05,7215
177,2303,2019/6/26 00:00,59484921,823064474,13.85,13.95,13.75,13.8,0.1,9726
178,2303,2019/6/27 00:00,62428579,875443406,13.95,14.1,13.9,14,0.2,10477
179,2303,2019/6/28 00:00,32353347,453096884,14.1,14.1,13.85,13.95,-0.05,7131
180,2303,2019/7/1 00:00,47180565,675797392,14.05,14.45,14.05,14.35,0.4,9735
181,2303,2019/7/2 00:00,17391518,248638025,14.4,14.4,14.2,14.25,-0.1,4781
182,2303,2019/7/3 00:00,22614581,319305184,14.15,14.25,14,14.05,-0.2,5821
183,2303,2019/7/4 00:00,12644573,178244616,14.1,14.2,14,14.15,0.1,2700
184,2303,2019/7/5 00:00,20384750,285821350,14.05,14.2,13.9,14.1,-0.05,3692
185,2303,2019/7/8 00:00,25191698,350728098,13.95,14.05,13.8,13.95,-0.15,3686
186,2303,2019/7/9 00:00,24138020,338411288,13.95,14.1,13.85,14,0.05,3672
187,2303,2019/7/10 00:00,61150881,885093864,14.1,14.7,14.1,14.65,0.65,11461
188,2303,2019/7/11 00:00,94279391,1396420586,14.7,15,14.6,14.95,0.3,11902
189,2303,2019/7/12 00:00,62666064,922082256,14.8,14.9,14.6,14.6,-0.35,7243
190,2303,2019/7/15 00:00,62793156,925842920,14.65,14.9,14.5,14.9,0.3,7266
191,2303,2019/7/16 00:00,66174379,933799064,14.35,14.35,13.95,14,X0.00,13909
192,2303,2019/7/17 00:00,36690632,507379566,13.9,13.95,13.75,13.75,-0.25,10563
193,2303,2019/7/18 00:00,20428936,282134565,13.8,13.9,13.75,13.8,0.05,5040
194,2303,2019/7/19 00:00,27177340,378192058,13.9,14.05,13.8,13.8,0,8392
195,2303,2019/7/22 00:00,32142568,440162029,13.75,13.85,13.55,13.6,-0.2,4657
196,2303,2019/7/23 00:00,29467684,401225547,13.6,13.75,13.55,13.6,0,4387
197,2303,2019/7/24 00:00,36353065,502163828,13.7,13.9,13.6,13.85,0.25,4985
198,2303,2019/7/25 00:00,91752730,1253314975,13.85,13.95,13.4,13.55,-0.3,11379
199,2303,2019/7/26 00:00,68165723,907340772,13.55,13.55,13.2,13.2,-0.35,12455
200,2303,2019/7/29 00:00,23290509,311690483,13.3,13.45,13.3,13.4,0.2,4049
201,2303,2019/7/30 00:00,40638127,553603428,13.5,13.75,13.45,13.6,0.2,6617
202,2303,2019/7/31 00:00,56482608,777305901,13.7,13.9,13.65,13.8,0.2,6410
203,2303,2019/8/1 00:00,38617392,519704980,13.65,13.65,13.3,13.4,-0.4,7737
204,2303,2019/8/2 00:00,45049816,593464620,13.15,13.35,13.05,13.35,-0.05,5832
205,2303,2019/8/5 00:00,40930437,534414246,13.1,13.2,13,13.1,-0.25,8205
206,2303,2019/8/6 00:00,39315901,507350079,12.8,13.1,12.7,13,-0.1,6367
207,2303,2019/8/7 00:00,32109517,419956909,13.05,13.2,13,13.1,0.1,4935
208,2303,2019/8/8 00:00,27796345,366881828,13.1,13.35,13.05,13.3,0.2,4452
209,2303,2019/8/12 00:00,22603497,296012461,13.25,13.3,13,13,-0.3,4290
210,2303,2019/8/13 00:00,17761862,230836588,13.05,13.15,12.9,12.95,-0.05,3621
211,2303,2019/8/14 00:00,15792014,207305639,13.05,13.25,13.05,13.1,0.15,3569
212,2303,2019/8/15 00:00,16288109,210880306,12.9,13.05,12.85,12.9,-0.2,3570
213,2303,2019/8/16 00:00,39828042,528077314,13,13.45,12.95,13.35,0.45,7160
214,2303,2019/8/19 00:00,23032515,308408010,13.35,13.5,13.2,13.45,0.1,5129
215,2303,2019/8/20 00:00,23079133,310348665,13.4,13.5,13.35,13.5,0.05,3630
216,2303,2019/8/21 00:00,17886161,240939919,13.5,13.55,13.4,13.5,0,3350
217,2303,2019/8/22 00:00,26634767,354924568,13.55,13.55,13.2,13.25,-0.25,4519
218,2303,2019/8/23 00:00,17781773,237547180,13.3,13.45,13.25,13.35,0.1,3389
219,2303,2019/8/26 00:00,26263686,343317418,13.1,13.15,13,13,-0.35,4216
220,2303,2019/8/27 00:00,62631899,819200927,13.15,13.25,13.05,13.05,0.05,3405
221,2303,2019/8/28 00:00,18889599,247874921,13.1,13.2,13.05,13.15,0.1,2438
222,2303,2019/8/29 00:00,10676162,140542941,13.15,13.2,13.1,13.2,0.05,2299
223,2303,2019/8/30 00:00,32774513,438011240,13.3,13.45,13.2,13.45,0.25,4268
224,2303,2019/9/2 00:00,8528668,114219686,13.35,13.45,13.3,13.35,-0.1,2254
225,2303,2019/9/3 00:00,13374418,177788068,13.45,13.45,13.2,13.2,-0.15,2571
226,2303,2019/9/4 00:00,40434250,545392445,13.2,13.6,13.2,13.6,0.4,6346
227,2303,2019/9/5 00:00,27277402,370090683,13.65,13.7,13.5,13.6,0,3853
228,2303,2019/9/6 00:00,16088617,218514189,13.65,13.65,13.55,13.55,-0.05,3010
229,2303,2019/9/9 00:00,13483882,183354191,13.6,13.65,13.55,13.6,0.05,2263
230,2303,2019/9/10 00:00,21363294,290541206,13.6,13.65,13.55,13.6,0,3550
231,2303,2019/9/11 00:00,20063333,273325053,13.6,13.7,13.55,13.7,0.1,4887
232,2303,2019/9/12 00:00,25967952,356728582,13.8,13.85,13.65,13.7,0,3236
233,2303,2019/9/16 00:00,23641597,323859395,13.8,13.85,13.55,13.6,-0.1,2974
234,2303,2019/9/17 00:00,22155960,298570386,13.55,13.6,13.35,13.55,-0.05,4585
235,2303,2019/9/18 00:00,18441204,250958416,13.6,13.65,13.5,13.55,0,4205
236,2303,2019/9/19 00:00,23352200,318460235,13.6,13.7,13.6,13.6,0.05,2730
237,2303,2019/9/20 00:00,43362603,595211939,13.6,13.8,13.55,13.8,0.2,4154
238,2303,2019/9/23 00:00,26236711,360239630,13.7,13.8,13.65,13.7,-0.1,4047
239,2303,2019/9/24 00:00,33743098,462396722,13.7,13.8,13.65,13.65,-0.05,3826
240,2303,2019/9/25 00:00,28777541,391162181,13.65,13.7,13.5,13.6,-0.05,4072
241,2303,2019/9/26 00:00,50905225,701914142,13.8,14,13.6,13.6,0,7910
242,2303,2019/9/27 00:00,21617074,291739595,13.6,13.65,13.4,13.4,-0.2,3523
243,2303,2019/10/1 00:00,26138304,354039187,13.4,13.65,13.4,13.65,0.25,4595
244,2303,2019/10/2 00:00,8772321,118605167,13.5,13.6,13.45,13.5,-0.15,2374
245,2303,2019/10/3 00:00,20721917,276374888,13.3,13.45,13.2,13.4,-0.1,4148
246,2303,2019/10/4 00:00,11753078,158097544,13.35,13.55,13.35,13.45,0.05,2387
247,2303,2019/10/7 00:00,15828996,211771379,13.45,13.45,13.3,13.35,-0.1,3986
248,2303,2019/10/8 00:00,23503479,314161982,13.35,13.5,13.3,13.35,0,4617
249,2303,2019/10/9 00:00,38292987,506198878,13.35,13.35,13.15,13.15,-0.2,6433
250,2303,2019/10/14 00:00,45103746,608967441,13.45,13.65,13.35,13.5,0.35,7132
251,2303,2019/10/15 00:00,48290101,661360125,13.5,13.8,13.5,13.7,0.2,10244
252,2303,2019/10/16 00:00,31033160,425517758,13.8,13.8,13.6,13.75,0.05,5936
253,2303,2019/10/17 00:00,17379780,238787362,13.75,13.8,13.65,13.8,0.05,4567
254,2303,2019/10/18 00:00,46084099,640935450,13.7,14,13.7,13.95,0.15,6902
255,2303,2019/10/21 00:00,12903818,179801802,13.95,14,13.9,13.9,-0.05,2780
256,2303,2019/10/22 00:00,23631388,331189613,14.1,14.15,13.9,14,0.1,5574
257,2303,2019/10/23 00:00,26012736,364861015,14.05,14.05,13.95,14.05,0.05,4178
258,2303,2019/10/24 00:00,119513828,1736922687,14.1,14.8,14.05,14.55,0.5,18458
259,2303,2019/10/25 00:00,43635327,629050701,14.4,14.55,14.3,14.4,-0.15,5851
260,2303,2019/10/28 00:00,23325010,332914785,14.45,14.5,14.15,14.25,-0.15,4285
261,2303,2019/10/29 00:00,63793543,924415506,14.3,14.65,14.3,14.5,0.25,9471
262,2303,2019/10/30 00:00,61233781,885600779,14.7,14.7,14.35,14.4,-0.1,7060
263,2303,2019/10/31 00:00,97117355,1363476570,14.35,14.35,13.9,14,-0.4,11687
264,2303,2019/11/1 00:00,93849456,1357036363,14.15,14.55,14.1,14.5,0.5,12214
265,2303,2019/11/4 00:00,94378432,1386658148,14.5,14.8,14.5,14.65,0.15,11841
266,2303,2019/11/5 00:00,53488139,774847663,14.65,14.7,14.4,14.5,-0.15,6889
267,2303,2019/11/6 00:00,52059086,750144064,14.55,14.55,14.3,14.5,0,6960
268,2303,2019/11/7 00:00,44219482,633019371,14.5,14.55,14.2,14.25,-0.25,7373
269,2303,2019/11/8 00:00,24415232,348285639,14.35,14.4,14.2,14.25,0,4919
270,2303,2019/11/11 00:00,31160053,443395364,14.3,14.35,14.15,14.25,0,4947
271,2303,2019/11/12 00:00,35026594,500193925,14.3,14.35,14.2,14.3,0.05,4589
272,2303,2019/11/13 00:00,32373797,461724826,14.3,14.4,14.2,14.2,-0.1,5096
273,2303,2019/11/14 00:00,57937985,835243303,14.2,14.6,14.2,14.5,0.3,6923
274,2303,2019/11/15 00:00,39855904,574157552,14.6,14.6,14.25,14.3,-0.2,7755
275,2303,2019/11/18 00:00,58847717,858254179,14.6,14.75,14.45,14.5,0.2,8329
276,2303,2019/11/19 00:00,37821445,548722985,14.45,14.6,14.35,14.55,0.05,3903
277,2303,2019/11/20 00:00,55131343,806644854,14.55,14.8,14.45,14.75,0.2,7342
278,2303,2019/11/21 00:00,42654446,621736481,14.6,14.65,14.45,14.65,-0.1,4725
279,2303,2019/11/22 00:00,30220829,441303879,14.65,14.7,14.5,14.6,-0.05,3383
280,2303,2019/11/25 00:00,166478115,2515484457,14.65,15.5,14.65,15,0.4,20094
281,2303,2019/11/26 00:00,165216747,2517449820,15.25,15.4,15.1,15.2,0.2,14262
282,2303,2019/11/27 00:00,41376514,630315809,15.35,15.4,15.1,15.2,0,6844
283,2303,2019/11/28 00:00,34136945,516756125,15.25,15.3,15.05,15.1,-0.1,4868
284,2303,2019/11/29 00:00,45681866,682888731,15.1,15.15,14.85,14.95,-0.15,5354
285,2303,2019/12/2 00:00,63994877,968594730,15,15.3,15,15.1,0.15,10766
286,2303,2019/12/3 00:00,51943907,792401262,15.05,15.35,15.05,15.35,0.25,6768
287,2303,2019/12/4 00:00,190321503,2991901353,15.4,15.95,15.4,15.85,0.5,23609
288,2303,2019/12/5 00:00,228294147,3729465586,16.05,16.7,16.05,16.55,0.7,32300
289,2303,2019/12/6 00:00,109731919,1783550771,16.5,16.5,16.1,16.2,-0.35,16683
290,2303,2019/12/9 00:00,68335244,1121353675,16.4,16.55,16.25,16.25,0.05,10617
291,2303,2019/12/10 00:00,58803807,965115809,16.35,16.5,16.25,16.45,0.2,8531
292,2303,2019/12/11 00:00,60175139,979170544,16.4,16.5,16.15,16.25,-0.2,8878
293,2303,2019/12/12 00:00,155933102,2587244586,16.3,16.75,16.3,16.6,0.35,21972
294,2303,2019/12/13 00:00,81741040,1352394433,16.65,16.8,16.4,16.6,0,10896
295,2303,2019/12/16 00:00,72127831,1200006803,16.55,16.85,16.4,16.65,0.05,12042
